bin_midpoint_original_scale,ale_centred_m3,bin_count
0.007358431023017475,34.75410186794289,1085
0.052812976673608736,36.029571528701865,122
0.14393939694583274,39.03062843826302,119
0.26378165403305553,41.68390154388436,120
0.4152968021427846,20.062111611633384,123
0.5940033839238126,-14.189116720886148,118
0.7712731822410709,-49.563361410827554,120
0.8995681035122383,-62.77257848236076,121
0.9722983001848688,-80.91443944427482,482
