x_orig,pdp
1.3168377499539474e-10,141.64539
0.02313234875236539,142.25371
0.04626469737304695,142.88019
0.06939704599372853,143.58638
0.09252939461441011,144.5318
0.1156617432350917,145.8035
0.13879409185577327,147.49962
0.16192644047645482,149.65128
0.18505878909713644,152.20421
0.20819113771781803,155.0997
0.23132348633849958,158.32365
0.25445583495918117,161.7603
0.27758818357986276,165.33846
0.30072053220054434,169.01697
0.3238528808212259,172.78699
0.34698522944190746,176.65091
0.37011757806258905,180.63501
0.39324992668327063,184.65918
0.4163822753039523,188.78711
0.4395146239246338,193.09923
0.4626469725453154,197.58054
0.485779321165997,202.20367
0.5089116697866785,207.1061
0.53204401840736,212.26024
0.5551763670280417,217.74849
0.5783087156487233,223.50052
0.6014410642694049,229.55579
0.6245734128900864,235.8902
0.647705761510768,242.56918
0.6708381101314496,249.5508
0.6939704587521311,256.811
0.7171028073728128,264.3555
0.7402351559934943,272.16278
0.7633675046141759,280.29294
0.7864998532348576,288.73972
0.8096322018555391,297.50024
0.8327645504762208,306.5695
0.8558968990969023,315.94202
0.8790292477175838,325.73553
0.9021615963382654,335.99072
