x_orig,pdp
4.415081411579536e-09,251.13118
0.02564102954224956,249.49191
0.051282054669417654,247.84438
0.07692307979658575,246.20125
0.10256410492375384,244.52283
0.128205130050922,242.85286
0.1538461551780901,241.21092
0.17948718030525823,239.5715
0.20512820543242632,237.91377
0.23076923055959447,236.30762
0.25641025568676257,234.73425
0.28205128081393066,233.24274
0.3076923059410988,231.79527
0.3333333310682669,230.27025
0.35897435619543505,228.68486
0.3846153813226031,227.09123
0.41025640644977124,225.47787
0.43589743157693933,223.79745
0.46153845670410754,222.06836
0.4871794818312756,220.24248
0.5128205069584437,218.30775
0.5384615320856119,216.20029
0.5641025572127799,213.8419
0.589743582339948,211.34915
0.6153846074671162,208.71146
0.6410256325942842,205.96965
0.6666666577214524,203.12833
0.6923076828486204,200.1695
0.7179487079757887,197.08112
0.7435897331029567,193.83011
0.7692307582301248,190.60768
0.7948717833572929,187.35286
0.8205128084844611,184.08325
0.8461538336116292,180.9473
0.8717948587387971,177.8014
0.8974358838659655,174.61914
0.9230769089931337,171.52785
0.9487179341203016,168.57161
0.9743589592474697,165.80269
0.9999999843746379,163.17174
