bin_midpoint_original_scale,ale_centred_m3,bin_count
0.007358431023017475,34.75410042412548,1085
0.052812976673608736,36.029567581489374,122
0.14393939694583274,39.03062759049206,119
0.26378165403305553,41.683901411369135,120
0.4152968021427846,20.062109571769525,123
0.5940033839238126,-14.18911494605274,118
0.7712731822410709,-49.56336345069141,120
0.8995681035122383,-62.772572892830084,121
0.9722983001848688,-80.91443576209278,482
