group,n_features,importance_mean,importance_std
Built environment,5,59.56609954833984,2.5442105442868117
Natural environment,8,38.061502075195314,2.1983793378618075
Human / socioeconomic,6,28.22025909423828,2.864336781499175
Multi-hazard intensity,8,0.3407142639160156,0.963233433024801
