x_orig,pdp
2018.1805081499551,223.90887
3074.7995412636083,215.98363
4131.418574377265,207.72337
5188.037607490918,199.20052
6244.656640604573,190.55394
7301.275673718226,182.09088
8357.894706831883,174.19633
9414.513739945536,166.7253
10471.132773059193,159.7091
11527.751806172848,153.54759
12584.370839286501,148.02466
13640.989872400156,143.23293
14697.60890551381,139.16545
15754.227938627464,135.65309
16810.84697174112,132.59595
17867.466004854774,129.81279
18924.08503796843,127.33031
19980.704071082084,125.24362
21037.32310419574,123.5965
22093.942137309394,122.38121
23150.561170423047,121.45672
24207.180203536704,120.76166
25263.799236650357,120.33535
26320.418269764014,120.0622
27377.037302877667,120.027855
28433.65633599132,120.435555
29490.275369104977,120.97685
30546.894402218633,121.54793
31603.513435332286,122.01255
32660.13246844594,122.450516
33716.7515015596,122.76016
34773.370534673246,123.04391
35829.989567786906,123.37138
36886.60860090056,123.7325
37943.22763401421,124.0114
38999.84666712787,124.128555
40056.465700241526,124.2597
41113.08473335518,124.33326
42169.70376646883,124.25184
43226.322799582485,124.048134
