x_orig,pdp
23288.998376992473,95.174706
24949.870210896454,97.951256
26610.742044800438,100.85532
28271.613878704415,104.0878
29932.485712608395,107.68459
31593.35754651238,111.86293
33254.229380416364,116.671425
34915.10121432034,122.01314
36575.97304822432,127.67784
38236.8448821283,133.56325
39897.716716032286,139.55391
41558.58854993626,146.12897
43219.46038384025,153.11353
44880.332217744224,159.89395
46541.2040516482,166.17911
48202.075885552185,171.61507
49862.94771945617,176.10106
51523.81955336015,179.50064
53184.69138726413,182.16225
54845.56322116811,183.8766
56506.43505507209,184.72803
58167.306888976076,185.07414
59828.17872288005,184.9007
61489.05055678403,184.61261
63149.92239068802,184.21786
64810.794224592,183.84445
66471.66605849598,183.44307
68132.53789239995,183.04953
69793.40972630394,182.74551
71454.28156020792,182.48381
73115.1533941119,182.11304
74776.02522801587,181.84018
76436.89706191987,181.7535
78097.76889582384,181.9088
79758.64072972782,182.16841
81419.51256363181,182.29803
83080.38439753579,182.289
84741.25623143977,182.36377
86402.12806534374,182.57559
88062.99989924772,182.86401
