x_orig,pdp
52.95875524595999,109.6473
115.33863072703468,110.79296
177.71850620810932,111.953964
240.098381689184,113.130135
302.4782571702587,114.325195
364.85813265133334,115.54004
427.238008132408,116.77109
489.6178836134827,118.0142
551.9977590945573,119.27072
614.377634575632,120.54845
676.7575100567067,121.84427
739.1373855377814,123.1743
801.5172610188561,124.548615
863.8971364999306,125.954796
926.2770119810053,127.40062
988.65688746208,128.8854
1051.0367629431548,130.38911
1113.4166384242294,131.91718
1175.796513905304,133.47476
1238.1763893863786,135.0677
1300.5562648674534,136.6897
1362.936140348528,138.33887
1425.3160158296027,140.00989
1487.6958913106776,141.70395
1550.075766791752,143.43768
1612.4556422728265,145.21283
1674.8355177539015,147.02795
1737.215393234976,148.88968
1799.5952687160507,150.81436
1861.9751441971252,152.81729
1924.3550196782,154.9039
1986.7348951592749,157.09668
2049.1147706403494,159.4211
2111.494646121424,161.88823
2173.874521602499,164.53314
2236.2543970835736,167.35959
2298.634272564648,170.36967
2361.0141480457223,173.51427
2423.3940235267974,176.77977
2485.7738990078724,180.17798
