x_orig,pdp
23289.001075834425,70.78388
24855.642069982157,74.37628
26422.283064129893,78.34616
27988.924058277626,82.659645
29555.565052425358,87.367455
31122.20604657309,92.585106
32688.847040720822,98.133064
34255.488034868555,104.28171
35822.12902901629,110.93626
37388.77002316402,117.36781
38955.41101731176,123.80411
40522.05201145949,130.62051
42088.69300560722,137.8116
43655.333999754956,145.17953
45221.97499390269,151.5961
46788.61598805042,157.70488
48355.25698219815,163.18297
49921.897976345885,167.69153
51488.538970493624,171.50311
53055.17996464136,174.73083
54621.82095878909,177.54941
56188.46195293682,179.1098
57755.10294708455,179.8575
59321.743941232286,180.39119
60888.38493538002,180.58014
62455.02592952775,180.40303
64021.66692367549,179.91048
65588.30791782323,178.994
67154.94891197095,177.70442
68721.5899061187,176.16676
70288.23090026641,174.24846
71854.87189441416,172.00545
73421.51288856188,169.51239
74988.15388270962,166.7569
76554.79487685736,163.86626
78121.43587100509,160.43361
79688.07686515282,156.43602
81254.71785930055,152.28746
82821.35885344828,148.15761
84387.99984759602,143.88324
