x_orig,pdp
52.958759149981006,88.48126
134.81632627768454,90.10339
216.67389340538813,91.75687
298.53146053309155,93.46019
380.3890276607951,95.22027
462.24659478849867,97.06189
544.1041619162021,98.98035
625.9617290439056,100.939
707.8192961716092,102.96999
789.6768632993126,105.08737
871.5344304270162,107.25369
953.3919975547196,109.5049
1035.2495646824232,111.81524
1117.1071318101267,114.191765
1198.9646989378302,116.63714
1280.8222660655338,119.20081
1362.6798331932373,121.87483
1444.5374003209408,124.734024
1526.3949674486441,127.83999
1608.252534576348,131.23659
1690.1101017040514,135.01624
1771.967668831755,139.1284
1853.8252359594585,143.57307
1935.6828030871616,148.42531
2017.540370214865,153.68115
2099.397937342569,159.24379
2181.2555044702726,165.08794
2263.1130715979757,171.26912
2344.9706387256792,177.79324
2426.8282058533828,184.70723
2508.6857729810868,191.90309
2590.54334010879,199.48914
2672.4009072364934,207.52155
2754.258474364197,215.89124
2836.1160414919004,224.58527
2917.973608619604,233.59183
2999.8311757473075,242.93234
3081.688742875011,252.58723
3163.546310002715,262.5564
3245.4038771304186,272.9063
