x_orig,pdp
4.481206919426661e-09,167.93417
0.01914835617649578,166.7562
0.03829670787178466,165.62645
0.057445059567073506,164.552
0.07659341126236238,163.37267
0.09574176295765124,162.1832
0.1148901146529401,161.04898
0.13403846634822897,159.97879
0.15318681804351786,159.00261
0.17233516973880672,158.223
0.19148352143409558,157.59189
0.21063187312938444,157.02058
0.2297802248246733,156.48402
0.2489285765199622,155.97458
0.26807692821525103,155.48283
0.2872252799105399,155.01192
0.30637363160582876,154.61896
0.3255219833011176,154.24232
0.34467033499640654,153.8552
0.36381868669169537,153.51086
0.38296703838698426,153.22751
0.4021153900822731,152.925
0.421263741777562,152.59677
0.4404120934728508,152.25786
0.45956044516813965,151.89767
0.4787087968634285,151.5084
0.49785714855871743,151.13326
0.5170055002540063,150.7464
0.5361538519492952,150.35612
0.555302203644584,149.9567
0.574450555339873,149.54968
0.5935989070351618,149.12962
0.6127472587304507,148.69762
0.6318956104257395,148.24013
0.6510439621210283,147.74902
0.6701923138163173,147.22723
0.6893406655116061,146.67874
0.7084890172068949,146.10963
0.7276373689021839,145.52457
0.7467857205974727,144.9243
