storm,display_year,county_mean_cl,county_std_cl,county_sem_cl,county_ci95_lo,county_ci95_hi
ike,2020,0.09185893088579178,0.04134518280625343,0.0013074494794379301,0.08929632990609343,0.09442153186549013
ike,2030,0.09818515926599503,0.042772337794303894,0.0013525800828010285,0.09553410230370502,0.10083621622828504
ike,2040,0.1076110303401947,0.043280404061079025,0.00136864654885411,0.10492848310444064,0.11029357757594876
fema33,2020,0.10194528102874756,0.04074490815401077,0.001288467128210407,0.09941988545745516,0.10447067660003996
fema33,2030,0.10570057481527328,0.04217763617634773,0.001333773966391741,0.10308637784114547,0.1083147717894011
fema33,2040,0.11344420164823532,0.043593067675828934,0.0013785338404948212,0.11074227532086547,0.11614612797560517
fema36,2020,0.16624023020267487,0.04362978786230087,0.0013796950347483956,0.163536027934568,0.16894443247078172
fema36,2030,0.17408670485019684,0.04163428768515587,0.0013165917784379187,0.17150618496445852,0.17666722473593516
fema36,2040,0.18119023740291595,0.040026191622018814,0.0012657393158792885,0.17870938834379255,0.18367108646203936
