file,n_samples,n_links,n_active_links,mean_closure_rate,max_rel_change_p95,median_rel_change,block_size,threshold,verdict
result_network_ike_2019_v7d_seeds0-999.csv,1000,58813,12799,0.048477139323949814,0.157142773270607,0.01762920618057251,100,0.01,NOT_CONVERGED
result_network_ike_2030_v7d_seeds0-999.csv,1000,58813,13455,0.04949671030044556,0.20000003278255463,0.01911764219403267,100,0.01,NOT_CONVERGED
result_network_ike_2040_v7d_seeds0-999.csv,1000,58813,13852,0.052985478192567825,0.20000003278255463,0.018421130254864693,100,0.01,NOT_CONVERGED
